Unnamed: 0,id,mssv,ngaythi,url,loaixn,listening,speaking,reading,writing,tongdiem,lydo,trangthai,ngayxl,column0,Column1,Column2,nam
2210,765.0,CD889E00XPvAibaEXe+1exR/9VxBIzN8bu7B6O0D,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19520362/19520362_chungchi_IELTS_20190820144317.jpg,IELTS,,,,,,,1,2019-09-10 14:41:14,,,,
2213,768.0,AE1C7614XPvAibaEXe8REVTdmhazke93JeH7NHqs,2018-01-13,bangcap/19521212/19521212_bangcap_IELTS_20190821095936.jpeg,IELTS,,,,,,,1,2019-09-10 14:45:23,,,,2018.0
2217,774.0,F386A9F3XPvAibaEXe/4YH02BDnyToyzIbRaCmEd,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18520284/18520284_chungchi_IELTS_20190822104454.jpg,IELTS,,,,,,,1,2019-09-10 14:46:50,,,,
2218,775.0,EB765DEEXPvAibaEXe++7urnOIV05GqtXQcAVMan,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19520112/19520112_chungchi_IELTS_20190822104515.jpg,IELTS,,,,,,,1,2019-09-10 14:45:56,,,,
2219,776.0,DFF05B73XPvAibaEXe9t3AmSkf7FuZllpVb2cw7l,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522179/19522179_chungchi_IELTS_20190822104533.jpg,IELTS,,,,,,,1,2019-09-10 14:45:42,,,,
2221,778.0,2368F545XPvAibaEXe98bEweMyJa5j4a9d70li6R,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521607/19521607_chungchi_IELTS_20190823141701.jpg,IELTS,,,,,,,1,2019-09-09 10:47:53,,,,
2222,779.0,11713007XPvAibaEXe8IsBka/KfNv6hhHm5RPcZv,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522126/19522126_chungchi_IELTS_20190823141749.jpg,IELTS,,,,,,,1,2019-09-10 14:40:22,,,,
2223,781.0,F87E2E9CXPvAibaEXe9OPLPOPVklDNOedsCbmbbX,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19520430/19520430_chungchi_IELTS_20190823142346.jpg,IELTS,,,,,,,1,2019-09-10 14:40:03,,,,
2224,782.0,0DE370C5XPvAibaEXe93zTruI/+aDEPB+SkJADIe,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19520285/19520285_chungchi_IELTS_20190823142450.jpg,IELTS,,,,,,,1,2019-09-10 14:39:40,,,,
2225,783.0,1000DD5CXPvAibaEXe+WyjAMa+c6glW9MHGZw71C,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521583/19521583_chungchi_IELTS_20190823142544.jpg,IELTS,,,,,,,1,2019-09-10 14:38:57,,,,
2226,784.0,10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522035/19522035_chungchi_IELTS_20190823142643.jpg,IELTS,,,,,,,1,2019-09-10 14:38:30,,,,
2227,785.0,8A3E33A2XPvAibaEXe9jQXzUZ/B6BfSEY0i6opvJ,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19520617/19520617_chungchi_IELTS_20190823142730.jpg,IELTS,,,,,,,1,2019-09-10 14:38:13,,,,
2228,786.0,A3B5FF12XPvAibaEXe/kVP5zrg5wIWEuXdKpaqc6,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19520822/19520822_chungchi_IELTS_20190823142829.jpg,IELTS,,,,,,,1,2019-09-10 14:37:52,,,,
2229,788.0,A4B7C299XPvAibaEXe8Vzfjn3dDTT8ZvxapMqkTk,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19520244/19520244_chungchi_IELTS_20190823143041.jpg,IELTS,,,,,,,1,2019-09-10 10:40:33,,,,
2230,789.0,397401A6XPvAibaEXe/W1ZBpbjj8QZEVBWI8DHBt,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521249/19521249_chungchi_IELTS_20190823143133.jpg,IELTS,,,,,,,1,2019-09-10 14:37:15,,,,
2231,790.0,B7CBBB20XPvAibaEXe9Zp44TyFcBSE1OIknMMKnV,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522157/19522157_chungchi_IELTS_20190823143218.jpg,IELTS,,,,,,,1,2019-09-10 14:36:55,,,,
2232,791.0,317406B1XPvAibaEXe/lq24VwKc+LBu5V9oUFzKS,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521732/19521732_chungchi_IELTS_20190823143257.jpg,IELTS,,,,,,,1,2019-09-10 14:36:31,,,,
2233,792.0,46A72702XPvAibaEXe+LaXEhdAaoNMyRnKWzoZLm,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521621/19521621_chungchi_IELTS_20190823143357.jpg,IELTS,,,,,,,1,2019-09-10 14:33:53,,,,
2234,793.0,0852976FXPvAibaEXe8BcBqSm3bVhj7PwHsplpJx,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521708/19521708_chungchi_IELTS_20190823143439.jpg,IELTS,,,,,,,1,2019-09-10 14:33:32,,,,
2235,794.0,F63C5BE8XPvAibaEXe+dErJK2QKC6Q22b0hJUVKB,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521409/19521409_chungchi_IELTS_20190823143521.jpg,IELTS,,,,,,,1,2019-09-10 14:33:08,,,,
2236,795.0,48693EF2XPvAibaEXe+qA4yV5f0Y/pzGHOPMaXiJ,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521490/19521490_chungchi_IELTS_20190823143609.jpg,IELTS,,,,,,,1,2019-09-10 14:32:49,,,,
2237,796.0,F43D7040XPvAibaEXe/Yg42D1b4hlJYDDVQ8Btos,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522398/19522398_chungchi_IELTS_20190823143651.jpg,IELTS,,,,,,,1,2019-09-10 14:32:31,,,,
2238,797.0,59ED48CDXPvAibaEXe+vuDGG5hNDvy/z7OREiAUS,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521444/19521444_chungchi_IELTS_20190823143736.jpg,IELTS,,,,,,,1,2019-09-10 14:31:59,,,,
2239,798.0,B1E8C32BXPvAibaEXe/7NEQj7YafNJdcNOQuXX+V,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19522085/19522085_chungchi_IELTS_20190823143820.jpg,IELTS,,,,,,,1,2019-09-10 14:31:26,,,,
2240,799.0,7CD6C7E2XPvAibaEXe8mAGU8TlDzsswIFIIM7rl7,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521281/19521281_chungchi_IELTS_20190823143909.jpg,IELTS,,,,,,,1,2019-09-10 14:31:05,,,,
2256,816.0,C865FEF8XPvAibaEXe/MMx1dMBtPnZ2NGclM/qOf,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521937/19521937_chungchi_IELTS_20190904112928.jpg,IELTS,,,,,,,1,2019-09-10 10:40:00,,,,
2263,822.0,4DDCC570XPvAibaEXe+jQfayvnobXsVgYc9Mm2p9,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521392/19521392_chungchi_IELTS_20190904113704.jpg,IELTS,,,,,,,1,2019-09-10 10:40:54,,,,
2264,823.0,91BF9650XPvAibaEXe+69U8I0R94EUA0eX/wKmb+,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19520013/19520013_chungchi_IELTS_20190904113718.jpg,IELTS,,,,,,,1,2019-09-25 15:17:30,,,,
2266,825.0,A12A68FDXPvAibaEXe8+xHMLxEu2J4+nnpzgf5IP,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18520335/18520335_chungchi_IELTS_20190906092149.jpg,IELTS,,,,,,,1,2019-09-10 13:48:18,,,,
2282,844.0,09238D06XPvAibaEXe+M91Hzrx3qMP7qlUOm2nUh,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/19521228/19521228_chungchi_IELTS_20190910134546.jpg,IELTS,,,,,,,1,2019-09-10 13:46:15,,,,
