id,mssv,listening,reading,total,mamh,ghichu
791.0,EA6B1CE3XPvAibaEXe/agc6/owW5CCUBcx4z66Gh, NULL, NULL,44.0, EN001, NULL
792.0,AA8BFDF1XPvAibaEXe/KpP1fV6ua5/4qjixmNVBh, NULL, NULL,44.0, EN001, NULL
793.0,8BBA5160XPvAibaEXe+E43ovk5Cnp/tao33YkYzw, NULL, NULL,45.0, EN001, NULL
794.0,A3BBF886XPvAibaEXe9hweWHK/GxsN0ZrmRCP4Nc, NULL, NULL,45.0, EN001, NULL
795.0,894111E1XPvAibaEXe9hweWHK/GxsFXnBnV7+aIZ, NULL, NULL,45.0, EN001, NULL
796.0,0BF2FC70XPvAibaEXe8eWl5Nr7OWQmKkpXrB/Ifd, NULL, NULL,45.0, EN001, NULL
797.0,7FA8CDB0XPvAibaEXe+dVXFbWVwKlXHfXiR7TH2V, NULL, NULL,45.0, EN001, NULL
798.0,FC641DE7XPvAibaEXe86ShnmDByrm9beRkWh1xfB, NULL, NULL,45.0, EN001, NULL
799.0,53E95764XPvAibaEXe8NrxrmA741r2VOKP0Nz9D+, NULL, NULL,45.0, EN001, NULL
800.0,2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn, NULL, NULL,45.0, EN001, NULL
801.0,D4F95B3CXPvAibaEXe/Z2D1Qs9UWoHfR72CTYzHW, NULL, NULL,45.0, EN001, NULL
802.0,B7380E4AXPvAibaEXe/YiexZYoq8n1s2gydCY2+d, NULL, NULL,45.0, EN001, NULL
803.0,D14AE261XPvAibaEXe/v5x/h23myCXgRuqr/OGax, NULL, NULL,45.0, EN001, NULL
804.0,7C573785XPvAibaEXe8OLQLlidG6/2J/+3f4eaLt, NULL, NULL,45.0, EN001, NULL
805.0,C0F6B96EXPvAibaEXe/rR9uJzGOYEluVMyfuAfn2, NULL, NULL,45.0, EN001, NULL
806.0,DCD237D2XPvAibaEXe87qJpUsO6V7e5R1OV9ekyj, NULL, NULL,45.0, EN001, NULL
807.0,F42652EDXPvAibaEXe8Ve7JqRML75ZotBOnQHExP, NULL, NULL,46.0, EN001, NULL
808.0,69EAA97AXPvAibaEXe90ZzX2oanjjnD7J8FNZuDS, NULL, NULL,46.0, EN001, NULL
809.0,CFF36184XPvAibaEXe+EYzJPHISY8xDoUhAK+AUU, NULL, NULL,46.0, EN001, NULL
810.0,0E3515C3XPvAibaEXe8G+DN2/i3pr96Op/wQBqaD, NULL, NULL,46.0, EN001, NULL
811.0,D6325697XPvAibaEXe8JRliMuqssCDQkwlJOqjq0, NULL, NULL,46.0, EN001, NULL
812.0,96356A30XPvAibaEXe+/MvKIb2VAVS0s4jJCw70Q, NULL, NULL,46.0, EN001, NULL
813.0,67D73E5FXPvAibaEXe9hweWHK/GxsAzYBCt3GIbM, NULL, NULL,46.0, EN001, NULL
814.0,59C3B311XPvAibaEXe+SI2uhC5CMEQAiJE0NZF16, NULL, NULL,46.0, EN001, NULL
815.0,7542A121XPvAibaEXe92Mw4ZEAxz0xNXfVJvbFuo, NULL, NULL,46.0, EN001, NULL
816.0,44404D54XPvAibaEXe/BLy1WUS+NVjtrjyJ6rn/7, NULL, NULL,46.0, EN001, NULL
817.0,5533DD19XPvAibaEXe86sbeN0/YCTbUKokfc1ORb, NULL, NULL,46.0, EN001, NULL
818.0,CBE89B85XPvAibaEXe+aP8CrMM5f5FIlN52e1MLW, NULL, NULL,46.0, EN001, NULL
819.0,1BCFF4D4XPvAibaEXe9XrYsEpevBo/lbV29eoqJe, NULL, NULL,46.0, EN001, NULL
820.0,7485848DXPvAibaEXe/jA2MATe6eKlwHDtOD0oUk, NULL, NULL,46.0, EN001, NULL
821.0,B5832DFFXPvAibaEXe+r7f7XCVFwZvPJHtRXPtLQ, NULL, NULL,47.0, EN001, NULL
822.0,E9EC0E79XPvAibaEXe9n6M+kQhqu8vXp4f9LLODR, NULL, NULL,47.0, EN001, NULL
823.0,8B9FD2DBXPvAibaEXe92CdOgj+Qa/bUGTQ7V3EuT, NULL, NULL,47.0, EN001, NULL
824.0,F975AAB3XPvAibaEXe+cv7qSCYkQeuLQ3vp3YWgK, NULL, NULL,47.0, EN001, NULL
825.0,8FBBB6C6XPvAibaEXe8NrxrmA741rzbFPVT7q+GY, NULL, NULL,47.0, EN001, NULL
826.0,E194E101XPvAibaEXe+/MvKIb2VAVVhwyHN5Ha1W, NULL, NULL,47.0, EN001, NULL
827.0,EDA6A06DXPvAibaEXe8CSUzma4ok0hjQSt+u/hF3, NULL, NULL,47.0, EN001, NULL
828.0,FAF7008FXPvAibaEXe/Z2D1Qs9UWoLz0wvrvwm+Q, NULL, NULL,47.0, EN001, NULL
829.0,636A3D34XPvAibaEXe/jA2MATe6eKnxOuDPAw+Yf, NULL, NULL,47.0, EN001, NULL
830.0,D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq, NULL, NULL,47.0, EN001, NULL
831.0,5F3CB2A6XPvAibaEXe/7jtQOMcuJ+9WRD3+H69rs, NULL, NULL,47.0, EN001, NULL
832.0,28E48F0BXPvAibaEXe+Y2Dmraxe1iZnkzf6f17wP, NULL, NULL,47.0, EN001, NULL
833.0,C6635E9FXPvAibaEXe+LbmSTUWVMuKhnFpkfefqp, NULL, NULL,47.0, EN001, NULL
834.0,173A83EFXPvAibaEXe+SI2uhC5CMEVbLlvCEBGu/, NULL, NULL,47.0, EN001, NULL
835.0,1E266AAFXPvAibaEXe/waquVAMA8TkogJ5efuX2t, NULL, NULL,47.0, EN001, NULL
836.0,8F232DF7XPvAibaEXe9mDsFtgVHJ/s35hMBjAlMC, NULL, NULL,47.0, EN001, NULL
837.0,6FD95A3EXPvAibaEXe/WTR5UGsYutI5eTB+81qWD, NULL, NULL,47.0, EN001, NULL
838.0,FB398A5AXPvAibaEXe/KpP1fV6ua5ytnVTwMWRqf, NULL, NULL,47.0, EN001, NULL
839.0,283D4053XPvAibaEXe/WTR5UGsYutNLeR8bf2KAJ, NULL, NULL,48.0, EN001, NULL
840.0,6D9B477AXPvAibaEXe+7uLWSh9XvQgYnbQW4mvNw, NULL, NULL,48.0, EN001, NULL
841.0,6D62204DXPvAibaEXe/pS44gx8Fm9uhYc0pqW5wU, NULL, NULL,48.0, EN001, NULL
842.0,CC81CA80XPvAibaEXe9OORQ1xsw6nmPmbrn5VcAQ, NULL, NULL,48.0, EN001, NULL
843.0,1BC38497XPvAibaEXe/rR9uJzGOYEtS85kFIQnbX, NULL, NULL,48.0, EN001, NULL
844.0,A6B71786XPvAibaEXe+dJypLAXKUX7xdHetp3a1W, NULL, NULL,48.0, EN001, NULL
845.0,DEB053E1XPvAibaEXe8091B3Eu2czB1zall3nIQM, NULL, NULL,48.0, EN001, NULL
846.0,E696D0B0XPvAibaEXe/5h0vZw0NHLzJFwI9xi1Oh, NULL, NULL,48.0, EN001, NULL
847.0,687112ECXPvAibaEXe8ciyLBP/Qla/1I7+xi3CDh, NULL, NULL,49.0, EN001, NULL
848.0,BF2102F0XPvAibaEXe/BLy1WUS+NVqbEhpk2m0ZN, NULL, NULL,49.0, EN001, NULL
849.0,F41844C2XPvAibaEXe8jiYzwktGScu03xba/isey, NULL, NULL,49.0, EN001, NULL
850.0,D4D99820XPvAibaEXe+g2dQ0D263aUSI6fU2u8JV, NULL, NULL,49.0, EN001, NULL
851.0,7F1EF887XPvAibaEXe/eRksRS1wGeAzcBQLCMUhk, NULL, NULL,49.0, EN001, NULL
852.0,F1C269FDXPvAibaEXe/eRksRS1wGeM1wcohpNXDp, NULL, NULL,49.0, EN001, NULL
853.0,0F3CCC56XPvAibaEXe+uS3hCcqF/swV1VTwrbD2d, NULL, NULL,49.0, EN001, NULL
854.0,D0E42648XPvAibaEXe998fVikzcJIoP0RXJ8JPji, NULL, NULL,49.0, EN001, NULL
855.0,EE2CE003XPvAibaEXe9G2n4phUxISPgKDi7igQgv, NULL, NULL,49.0, EN001, NULL
856.0,E77126F1XPvAibaEXe/A+LHGtXv8v2OVsnXkSElW, NULL, NULL,49.0, EN001, NULL
857.0,D8C5E6AEXPvAibaEXe+XQbEHiLBIRcv+3+egRe9e, NULL, NULL,49.0, EN001, NULL
858.0,4C2E83D1XPvAibaEXe9ASX2YKqk5AXIWmP3Cm1tW, NULL, NULL,49.0, EN001, NULL
859.0,EF134ADEXPvAibaEXe87qJpUsO6V7S7JwvClJktx, NULL, NULL,49.0, EN001, NULL
860.0,E8BA7679XPvAibaEXe88L+jeN4TPmwIc2BoClZgk, NULL, NULL,50.0, EN001, NULL
861.0,A259F1D8XPvAibaEXe+LbmSTUWVMuNAoY/EQV9z/, NULL, NULL,50.0, EN001, NULL
862.0,DB3B22F4XPvAibaEXe+cv7qSCYkQekKv/AFTKFbX, NULL, NULL,50.0, EN001, NULL
863.0,162A7EB7XPvAibaEXe+PVAbtvmWztizXjvoILtE2, NULL, NULL,50.0, EN001, NULL
864.0,36622C97XPvAibaEXe//Z7+CGDQLoNhIq+lX3ALS, NULL, NULL,50.0, EN001, NULL
865.0,801DF1A4XPvAibaEXe8091B3Eu2czKOF2ZheWCS+, NULL, NULL,50.0, EN001, NULL
866.0,3D3D9084XPvAibaEXe8eWl5Nr7OWQrtifEgV2NNa, NULL, NULL,50.0, EN001, NULL
867.0,8C88FE6EXPvAibaEXe86ShnmDByrm22zyHZfDrSs, NULL, NULL,50.0, EN001, NULL
868.0,EDFD99D9XPvAibaEXe86ShnmDByrm2bhjZioKmj+, NULL, NULL,50.0, EN001, NULL
869.0,B9D83D4DXPvAibaEXe+dVXFbWVwKlRXwqeODjYBu, NULL, NULL,50.0, EN001, NULL
870.0,F7E24E80XPvAibaEXe8CN9MRovh0mBUkJR73dHmM, NULL, NULL,50.0, EN001, NULL
871.0,33BAB02CXPvAibaEXe9TpEyDfKIVdepPvHRN0/0F, NULL, NULL,50.0, EN001, NULL
872.0,17416684XPvAibaEXe88L+jeN4TPm1DCv0jKW40C, NULL, NULL,50.0, EN001, NULL
873.0,8C7C270CXPvAibaEXe9wxm0WjsXoKubLYbSvyxfG, NULL, NULL,50.0, EN001, NULL
874.0,80FA351CXPvAibaEXe8CN9MRovh0mPhPinh+dczq, NULL, NULL,50.0, EN001, NULL
875.0,165A1DB1XPvAibaEXe8M37suqoe4CSMqLdV9Z+sP, NULL, NULL,50.0, EN001, NULL
876.0,F34E4020XPvAibaEXe8pd25OrRS+bVa2uJMwiE2i, NULL, NULL,50.0, EN001, NULL
877.0,91E5E67CXPvAibaEXe8iGDMJikW1wm/fzv+kCFPN, NULL, NULL,50.0, EN001, NULL
878.0,48452E85XPvAibaEXe+SI2uhC5CMEdFHpnGbDn+D, NULL, NULL,50.0, EN001, NULL
879.0,4FF77498XPvAibaEXe88L+jeN4TPmzogqc5qXjLi, NULL, NULL,50.0, EN001, NULL
880.0,44597D66XPvAibaEXe8iGDMJikW1wus8qKUjJv0B, NULL, NULL,50.0, EN001, NULL
881.0,56535DAEXPvAibaEXe/pS44gx8Fm9j1XdP/cQelm, NULL, NULL,50.0, EN001, NULL
882.0,2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU, NULL, NULL,51.0, EN001, NULL
883.0,410D0A94XPvAibaEXe/KpP1fV6ua5wXA/QUFGsXs, NULL, NULL,51.0, EN001, NULL
884.0,F50E7697XPvAibaEXe+uS3hCcqF/s/aPOBzTkdzm, NULL, NULL,51.0, EN001, NULL
885.0,C60B8B5FXPvAibaEXe/t7ClCI88v7nP9bkTu3sLj, NULL, NULL,51.0, EN001, NULL
886.0,96CF712CXPvAibaEXe+r7f7XCVFwZlotxVG9Upk1, NULL, NULL,51.0, EN001, NULL
887.0,1979FE76XPvAibaEXe9wxm0WjsXoKvNa62sDCCGP, NULL, NULL,51.0, EN001, NULL
888.0,8DBCBC74XPvAibaEXe+F5/cNCOrl8SRUhg2MAqol, NULL, NULL,51.0, EN001, NULL
889.0,CB4167C2XPvAibaEXe92Mw4ZEAxz00ZoSadOnlhK, NULL, NULL,51.0, EN001, NULL
890.0,41EF8A63XPvAibaEXe92CdOgj+Qa/faRc4eW+qld, NULL, NULL,51.0, EN001, NULL
891.0,B2EA3ECBXPvAibaEXe9ASX2YKqk5Aap+nIqZT1UR, NULL, NULL,52.0, EN001, NULL
892.0,FB701925XPvAibaEXe//Z7+CGDQLoBEAU7nawcwv, NULL, NULL,52.0, EN001, NULL
893.0,B697F2C4XPvAibaEXe8eWl5Nr7OWQlOcJUrfrtG2, NULL, NULL,52.0, EN001, NULL
894.0,04C4D9F8XPvAibaEXe+/MvKIb2VAVSyw+efhOMhT, NULL, NULL,52.0, EN001, NULL
895.0,7806D9BAXPvAibaEXe9IFJLLU9DVVQ7bFL8KvJIW, NULL, NULL,52.0, EN001, NULL
896.0,E0A5856FXPvAibaEXe/cEeFLbzGe/jly/D0Mp+/C, NULL, NULL,52.0, EN001, NULL
897.0,8119778BXPvAibaEXe/Ojw5gA+9jXjWsvTAxgD/k, NULL, NULL,52.0, EN001, NULL
898.0,C3644783XPvAibaEXe/S4a8qPv8Nb0hZR3ga9Z3e, NULL, NULL,52.0, EN001, NULL
899.0,788E001DXPvAibaEXe95t7IdlkoVf8oA8e/NjO1r, NULL, NULL,52.0, EN001, NULL
900.0,370CDDCEXPvAibaEXe9EUO2qxCH07XWtCUmfd8FP, NULL, NULL,52.0, EN001, NULL
901.0,41C25881XPvAibaEXe87069oyWO+IWVvmqlp051S, NULL, NULL,52.0, EN001, NULL
902.0,78DD02BCXPvAibaEXe9XrYsEpevBozrlrvV/mYs5, NULL, NULL,52.0, EN001, NULL
903.0,3D841DAEXPvAibaEXe9WGATIMl02LJS8n1lLdF33, NULL, NULL,52.0, EN001, NULL
904.0,A5085DE8XPvAibaEXe8iGDMJikW1wljc/V8g1C1o, NULL, NULL,52.0, EN001, NULL
905.0,2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ, NULL, NULL,52.0, EN001, NULL
906.0,A048A75BXPvAibaEXe9WGATIMl02LCcJquODyIYq, NULL, NULL,52.0, EN001, NULL
907.0,463177E2XPvAibaEXe/S4a8qPv8Nbwk1GQ1spQXC, NULL, NULL,53.0, EN001, NULL
908.0,5393D300XPvAibaEXe9xkK/YA3rY8K1sgmVMMbVh, NULL, NULL,53.0, EN001, NULL
909.0,D86BB62EXPvAibaEXe/v5x/h23myCdVDMENwOHHV, NULL, NULL,53.0, EN001, NULL
910.0,E4625928XPvAibaEXe893iM2Le1O8tz+Zuz25esB, NULL, NULL,53.0, EN001, NULL
911.0,7695BB67XPvAibaEXe+SI2uhC5CMEVmnYQYHJETH, NULL, NULL,53.0, EN001, NULL
912.0,3A8C2FB6XPvAibaEXe+dVXFbWVwKlRWzplOaZLu9, NULL, NULL,53.0, EN001, NULL
913.0,B441AF59XPvAibaEXe9hweWHK/GxsNIhRVmlbGrk, NULL, NULL,53.0, EN001, NULL
914.0,93A53025XPvAibaEXe/jA2MATe6eKghjZS7iZ5y5, NULL, NULL,53.0, EN001, NULL
915.0,9D0A51BCXPvAibaEXe/JRR+qhRXMm6mmnYmHn1Gf, NULL, NULL,53.0, EN001, NULL
916.0,CF4EB98CXPvAibaEXe+aP8CrMM5f5DmhblKSI4k+, NULL, NULL,53.0, EN001, NULL
917.0,B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy, NULL, NULL,53.0, EN001, NULL
918.0,1DE39381XPvAibaEXe80NXGyYVtTlvu8mDXEs0Fp, NULL, NULL,54.0, EN001, NULL
919.0,1355B42BXPvAibaEXe/7VXm0xgXldCktXEfKbKQy, NULL, NULL,54.0, EN001, NULL
920.0,97D9D021XPvAibaEXe9zGba8fcKEKLjAaEb/GSo3, NULL, NULL,54.0, EN001, NULL
921.0,07F0B649XPvAibaEXe9S6E9ioiUfBGwa4H6CUbKK, NULL, NULL,54.0, EN001, NULL
922.0,94908D99XPvAibaEXe+JF4o+SEKcGO66xrFvn1ci, NULL, NULL,54.0, EN001, NULL
923.0,2D6C4EB6XPvAibaEXe/5n/8z7IorIp1P15hhSw7Z, NULL, NULL,54.0, EN001, NULL
924.0,DB565F01XPvAibaEXe9DMENNf4iGctIY5XCw38SB, NULL, NULL,54.0, EN001, NULL
925.0,63F67660XPvAibaEXe9Q2McsUcINTr04J/PwesaO, NULL, NULL,54.0, EN001, NULL
926.0,24500250XPvAibaEXe+dVXFbWVwKlZWoN4Lv4G5x, NULL, NULL,54.0, EN001, NULL
927.0,78347B4EXPvAibaEXe8OLQLlidG6/64lqBZl8N/e, NULL, NULL,54.0, EN001, NULL
928.0,4E119A8AXPvAibaEXe8TCemjJxtx9JuL9i5yQtQ7, NULL, NULL,55.0, EN002, NULL
929.0,86CD5F66XPvAibaEXe9WgQQLl7rkkx9vDHxmdt93, NULL, NULL,55.0, EN002, NULL
930.0,590263C4XPvAibaEXe9mDsFtgVHJ/lr5wIkYTfyo, NULL, NULL,55.0, EN002, NULL
931.0,4DC12407XPvAibaEXe8ciyLBP/Qla/q6bzbKKAKM, NULL, NULL,55.0, EN002, NULL
932.0,77611815XPvAibaEXe8lzySxhHiT0dS9w57k39qB, NULL, NULL,55.0, EN002, NULL
933.0,3A2BE3ECXPvAibaEXe/hadw09FE3WmcRG1NdhIvW, NULL, NULL,55.0, EN002, NULL
934.0,F529C0C9XPvAibaEXe893iM2Le1O8pDe4tC7DTPb, NULL, NULL,55.0, EN002, NULL
935.0,1ABBE1BBXPvAibaEXe9S6E9ioiUfBGiyTmQYHGjq, NULL, NULL,55.0, EN002, NULL
936.0,59AF4D97XPvAibaEXe+dVXFbWVwKlZexJ6XyF4JF, NULL, NULL,55.0, EN002, NULL
937.0,7A728698XPvAibaEXe/JRR+qhRXMmxyTdwT5beWe, NULL, NULL,55.0, EN002, NULL
938.0,B5A7FDCAXPvAibaEXe9KS65t7Tb/qOraYboERH9W, NULL, NULL,55.0, EN002, NULL
939.0,06AF4558XPvAibaEXe8eJZh5OyStbMQ0oi5wpMJM, NULL, NULL,55.0, EN002, NULL
940.0,7933EDCBXPvAibaEXe+tKwu+Ol4th1CASAT7HNg8, NULL, NULL,55.0, EN002, NULL
941.0,DA16B17CXPvAibaEXe/odi52as1TQ6r3rl+RnLh7, NULL, NULL,55.0, EN002, NULL
942.0,D04D50BEXPvAibaEXe87069oyWO+IX2oarXXGN7K, NULL, NULL,55.0, EN002, NULL
943.0,9AFD5C84XPvAibaEXe//Z7+CGDQLoHD+WJYS0Uvi, NULL, NULL,56.0, EN002, NULL
944.0,CC71D76BXPvAibaEXe/hadw09FE3WhaVWr9QYKo7, NULL, NULL,56.0, EN002, NULL
945.0,F2E08BFBXPvAibaEXe86jqvsmOoL9oGDUv7q0lsr, NULL, NULL,56.0, EN002, NULL
946.0,FBD55023XPvAibaEXe/PXWJbNZLssA6/Q88cqwfh, NULL, NULL,56.0, EN002, NULL
947.0,8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06, NULL, NULL,56.0, EN002, NULL
948.0,5DE27F64XPvAibaEXe8SRUt3BATKgcCqOfz0lnJq, NULL, NULL,56.0, EN002, NULL
949.0,4DB1855DXPvAibaEXe+n4oL3iuTqC0cLl0kwM7kQ, NULL, NULL,56.0, EN002, NULL
950.0,8D9A9BADXPvAibaEXe/RnFf25EKRr0mA+ok7dOWs, NULL, NULL,56.0, EN002, NULL
951.0,541FF0B5XPvAibaEXe+OhmjSj4XEzU5v9VqAadGo, NULL, NULL,57.0, EN002, NULL
952.0,FAF0BD22XPvAibaEXe9W7fV/x7qyQKXSfR8eoPE/, NULL, NULL,57.0, EN002, NULL
953.0,078D0A90XPvAibaEXe8zjuWfAVBr9RfmtHhE0FTo, NULL, NULL,57.0, EN002, NULL
954.0,7D7299A4XPvAibaEXe9hYalhCsDQbVspsqAf44vo, NULL, NULL,57.0, EN002, NULL
955.0,FF9F4B4BXPvAibaEXe9hYalhCsDQbZInk2E5ehqz, NULL, NULL,57.0, EN002, NULL
956.0,94A79F45XPvAibaEXe+dJypLAXKUXx9tmvinQDNg, NULL, NULL,57.0, EN002, NULL
957.0,DDE02F5BXPvAibaEXe8G+DN2/i3pr6rfxZUqQec+, NULL, NULL,57.0, EN002, NULL
958.0,2A1CE9C9XPvAibaEXe86ShnmDByrmwlM6+Yi6Z7F, NULL, NULL,57.0, EN002, NULL
959.0,3237312AXPvAibaEXe9BgVwdGgzpaWPBzMunWFH4, NULL, NULL,58.0, EN002, NULL
960.0,EAB575CAXPvAibaEXe/A1zCqCr2yayNVcL0naH6W, NULL, NULL,58.0, EN002, NULL
961.0,FCB48C3AXPvAibaEXe+zrGHfAUSFabKbz9bBSiV8, NULL, NULL,58.0, EN002, NULL
962.0,A5D46EBBXPvAibaEXe++bDwPCni17q7oeP/cf0jF, NULL, NULL,58.0, EN002, NULL
963.0,B3C6F3EEXPvAibaEXe9wxm0WjsXoKiVQJ7npD9UH, NULL, NULL,58.0, EN002, NULL
964.0,7EF6A3EAXPvAibaEXe/HQN1XeSL1BEWlvhARqyCL, NULL, NULL,58.0, EN002, NULL
965.0,311ED2B8XPvAibaEXe9hYalhCsDQbS6sfm8IQ2Af, NULL, NULL,58.0, EN002, NULL
966.0,37C8A303XPvAibaEXe+dJypLAXKUX6hg39HIUvKN, NULL, NULL,58.0, EN002, NULL
967.0,65EE524DXPvAibaEXe/acEOI5E1mark2vdzXFTiz, NULL, NULL,58.0, EN002, NULL
968.0,3AEDE0DBXPvAibaEXe+dJypLAXKUX7Lv5UiSnxfu, NULL, NULL,58.0, EN002, NULL
969.0,FDBF2427XPvAibaEXe+LbmSTUWVMuN7/piYWU437, NULL, NULL,58.0, EN002, NULL
970.0,0A94E4D0XPvAibaEXe9gcLLHJLBBnRqUfrm4aBzH, NULL, NULL,58.0, EN002, NULL
971.0,616EF433XPvAibaEXe+/MvKIb2VAVdBB3w6YY1cp, NULL, NULL,59.0, EN002, NULL
972.0,95B284C9XPvAibaEXe/A+LHGtXv8v5yD9Z+2lNZC, NULL, NULL,59.0, EN002, NULL
973.0,AE861457XPvAibaEXe8CSUzma4ok0vV/Cr7jHwGh, NULL, NULL,59.0, EN002, NULL
974.0,1B5F428CXPvAibaEXe8K9VKm2afHLcrG7NGXSkAL, NULL, NULL,59.0, EN002, NULL
975.0,37D1D514XPvAibaEXe+D5C9Re7EGLVDf4ZYLzVb8, NULL, NULL,59.0, EN002, NULL
976.0,EFCB9543XPvAibaEXe9WGATIMl02LHB8H3jszgG1, NULL, NULL,59.0, EN002, NULL
977.0,145DBE3DXPvAibaEXe8TCemjJxtx9DXD6cVF+kBL, NULL, NULL,59.0, EN002, NULL
978.0,77975167XPvAibaEXe/pS44gx8Fm9v9+sdp2PraC, NULL, NULL,60.0, EN002, NULL
979.0,C4CBD3D0XPvAibaEXe9GqQkS1wvjIfdwTUgYoH3P, NULL, NULL,60.0, EN002, NULL
980.0,65166AE0XPvAibaEXe8K9VKm2afHLeT+RoPJaoP5, NULL, NULL,60.0, EN002, NULL
981.0,30D530DDXPvAibaEXe9ASX2YKqk5AYS0r+LRs1lV, NULL, NULL,60.0, EN002, NULL
982.0,931BA14CXPvAibaEXe9wxm0WjsXoKj0gFlOKugq0, NULL, NULL,60.0, EN002, NULL
983.0,445B1666XPvAibaEXe/eRksRS1wGeLe60/QESEnH, NULL, NULL,60.0, EN002, NULL
984.0,3126A55BXPvAibaEXe8Ve7JqRML75QoATwEngbtB, NULL, NULL,60.0, EN002, NULL
985.0,3E1CDC45XPvAibaEXe/uPR0E3TEtQtoDVSV6MJMV, NULL, NULL,61.0, EN002, NULL
986.0,13F62701XPvAibaEXe/KpP1fV6ua53O7/YBoYvaH, NULL, NULL,61.0, EN002, NULL
987.0,5C03BBC7XPvAibaEXe92Mw4ZEAxz0y7C/nhWwAH1, NULL, NULL,61.0, EN002, NULL
988.0,DE55229AXPvAibaEXe/Z2D1Qs9UWoLgxbG6/WCzT, NULL, NULL,61.0, EN002, NULL
989.0,9C5C5C15XPvAibaEXe+D5C9Re7EGLSun3d4ZgXa/, NULL, NULL,61.0, EN002, NULL
990.0,625D11A7XPvAibaEXe8SRUt3BATKgSnT3qcoiFYZ, NULL, NULL,61.0, EN002, NULL
991.0,359C901EXPvAibaEXe/HQN1XeSL1BLJJHKbqsbhD, NULL, NULL,61.0, EN002, NULL
992.0,B721B939XPvAibaEXe9Q2McsUcINTscwU/8uZNla, NULL, NULL,62.0, EN002, NULL
993.0,6695C814XPvAibaEXe9BgVwdGgzpaWghu9fyLWIp, NULL, NULL,62.0, EN002, NULL
994.0,F9AA5D76XPvAibaEXe+YFpGAAgvtefHiRUwukm0x, NULL, NULL,62.0, EN002, NULL
995.0,9C9DF586XPvAibaEXe+GHNK19bpqC+R86WCu45mt, NULL, NULL,62.0, EN002, NULL
996.0,EC99A310XPvAibaEXe9F2tx/ToPx3H/qqDPJ7QaV, NULL, NULL,63.0, EN002, NULL
997.0,4E977F63XPvAibaEXe/7jtQOMcuJ+2+dDt9040Ew, NULL, NULL,65.0, EN002, NULL
998.0,6E594582XPvAibaEXe9xkK/YA3rY8BuIyh8QfoMS, NULL, NULL,66.0, EN002, NULL
999.0,677BE13BXPvAibaEXe/Ojw5gA+9jXlEdHdnjvK4V, NULL, NULL,66.0, EN002, NULL
1000.0,17A0F940XPvAibaEXe/aqMXYDLKHR9beDI60v7bk, NULL, NULL,11.0, NULL, NULL
1001.0,F0F88E7EXPvAibaEXe97wmuqTYuV7VibsH6BPRXy, NULL, NULL,13.0, NULL, NULL
1002.0,953C6A47XPvAibaEXe+5AEinM7he3uLH7djD90X8, NULL, NULL,15.0, NULL, NULL
1003.0,2909662DXPvAibaEXe9Hp2TeoSwCGQEHbesrw4xg, NULL, NULL,20.0, NULL, NULL
1004.0,CDCA87CCXPvAibaEXe/aqMXYDLKHR8zD3iWyQSsf, NULL, NULL,24.0, NULL, NULL
1005.0,E0087006XPvAibaEXe88G96lR9q/HYHUut2bbQj2, NULL, NULL,27.0, NULL, NULL
1006.0,8FBA4DD6XPvAibaEXe9N+b7C2VGPs5fUPTuQNCtW, NULL, NULL,41.0, NULL, NULL
1007.0,7458C226XPvAibaEXe8E8MfopOpLfj+4Foe6Fn9M, NULL, NULL,45.0, NULL, NULL
1008.0,7206D5F5XPvAibaEXe9A3Yjgh4iPfoR9IX7yh3fv, NULL, NULL,14.0, NULL, NULL
1009.0,D61A8FA6XPvAibaEXe8JRliMuqssCFM/cB1ttK5H, NULL, NULL,21.0, NULL, NULL
1010.0,7AB58862XPvAibaEXe+E43ovk5CnpwkeppoJzanh, NULL, NULL,25.0, NULL, NULL
1011.0,3416D220XPvAibaEXe8CN9MRovh0mLY3bVc0kDr6, NULL, NULL,26.0, NULL, NULL
1012.0,B8E35AB3XPvAibaEXe+u8DuxWGTFfEjp5j+B1awT, NULL, NULL,26.0, NULL, NULL
1013.0,D91E5619XPvAibaEXe8G+DN2/i3pr/E/gR0jHz1z, NULL, NULL,28.0, NULL, NULL
1014.0,761F971CXPvAibaEXe/hadw09FE3Wi8CjIUuD52s, NULL, NULL,31.0, NULL, NULL
1015.0,6C47CE97XPvAibaEXe9x7FcJ6vxIP5DbuWFqkriE, NULL, NULL,32.0, NULL, NULL
1016.0,47C1E89BXPvAibaEXe+XQbEHiLBIRVOez+MmzmDU, NULL, NULL,32.0, NULL, NULL
1017.0,CCF627D0XPvAibaEXe+oAybUv81bbkc8L/mx+IhC, NULL, NULL,36.0, NULL, NULL
1018.0,955B7BBEXPvAibaEXe8lzySxhHiT0afB+o9SPiI/, NULL, NULL,36.0, NULL, NULL
1019.0,F6F9475CXPvAibaEXe95t7IdlkoVf01nr8F41vO8, NULL, NULL,36.0, NULL, NULL
